dim0,dim1,dim2,dim3,dim4,dim5,dim6,y
-104.0,-56.0,-50.0,-54.0,-59.0,-79.0,-80.0,2.0
-104.0,-58.0,-51.0,-53.0,-60.0,-80.0,-80.0,2.0
-104.0,-55.0,-56.0,-51.0,-69.0,-85.0,-85.0,2.0
-102.0,-55.0,-54.0,-50.0,-69.0,-79.0,-82.0,2.0
-105.0,-55.0,-54.0,-51.0,-69.0,-79.0,-81.0,2.0
-104.0,-56.0,-53.0,-53.0,-70.0,-80.0,-78.0,2.0
-102.0,-52.0,-53.0,-53.0,-67.0,-86.0,-85.0,2.0
-101.0,-58.0,-55.0,-52.0,-60.0,-83.0,-84.0,2.0
-102.0,-49.0,-52.0,-56.0,-69.0,-80.0,-81.0,2.0
-98.0,-56.0,-52.0,-51.0,-62.0,-85.0,-81.0,2.0
-100.0,-53.0,-54.0,-45.0,-61.0,-86.0,-83.0,2.0
-102.0,-56.0,-53.0,-52.0,-68.0,-84.0,-77.0,2.0
-102.0,-52.0,-52.0,-56.0,-67.0,-80.0,-89.0,2.0
-103.0,-53.0,-52.0,-55.0,-68.0,-78.0,-91.0,2.0
-103.0,-60.0,-52.0,-52.0,-67.0,-79.0,-91.0,2.0
-103.0,-52.0,-51.0,-51.0,-64.0,-79.0,-89.0,2.0
-104.0,-52.0,-50.0,-49.0,-66.0,-77.0,-88.0,2.0
-102.0,-52.0,-52.0,-47.0,-65.0,-77.0,-89.0,2.0
-103.0,-52.0,-51.0,-51.0,-65.0,-77.0,-89.0,2.0
-103.0,-52.0,-51.0,-47.0,-65.0,-76.0,-87.0,2.0
-103.0,-53.0,-49.0,-51.0,-65.0,-77.0,-89.0,2.0
-103.0,-51.0,-51.0,-51.0,-65.0,-78.0,-88.0,2.0
-103.0,-52.0,-51.0,-50.0,-69.0,-77.0,-88.0,2.0
-104.0,-53.0,-49.0,-50.0,-69.0,-79.0,-87.0,2.0
-103.0,-53.0,-50.0,-51.0,-66.0,-77.0,-88.0,2.0
-103.0,-52.0,-52.0,-50.0,-69.0,-78.0,-86.0,2.0
-103.0,-53.0,-52.0,-54.0,-65.0,-77.0,-87.0,2.0
-104.0,-53.0,-53.0,-56.0,-64.0,-78.0,-88.0,2.0
-102.0,-53.0,-52.0,-50.0,-64.0,-78.0,-88.0,2.0
-103.0,-52.0,-51.0,-55.0,-66.0,-78.0,-89.0,2.0
-104.0,-53.0,-51.0,-55.0,-65.0,-78.0,-88.0,2.0
-103.0,-52.0,-52.0,-56.0,-68.0,-79.0,-87.0,2.0
-103.0,-53.0,-52.0,-55.0,-67.0,-78.0,-88.0,2.0
-103.0,-53.0,-56.0,-56.0,-64.0,-77.0,-88.0,2.0
-103.0,-52.0,-53.0,-55.0,-64.0,-78.0,-91.0,2.0
-102.0,-54.0,-54.0,-54.0,-66.0,-77.0,-86.0,2.0
-101.0,-53.0,-50.0,-55.0,-64.0,-79.0,-86.0,2.0
-103.0,-52.0,-50.0,-56.0,-67.0,-79.0,-91.0,2.0
-102.0,-53.0,-50.0,-55.0,-68.0,-78.0,-87.0,2.0
-102.0,-53.0,-53.0,-55.0,-67.0,-78.0,-89.0,2.0
-102.0,-52.0,-52.0,-55.0,-67.0,-79.0,-91.0,2.0
-103.0,-53.0,-55.0,-50.0,-67.0,-76.0,-88.0,2.0
-102.0,-52.0,-52.0,-50.0,-67.0,-78.0,-89.0,2.0
-100.0,-54.0,-54.0,-49.0,-67.0,-77.0,-89.0,2.0
-101.0,-54.0,-53.0,-50.0,-70.0,-78.0,-86.0,2.0
-102.0,-54.0,-53.0,-46.0,-66.0,-78.0,-87.0,2.0
-102.0,-54.0,-52.0,-49.0,-67.0,-79.0,-86.0,2.0
-101.0,-53.0,-50.0,-48.0,-67.0,-78.0,-88.0,2.0
-104.0,-54.0,-53.0,-50.0,-68.0,-78.0,-85.0,2.0
-102.0,-53.0,-52.0,-55.0,-67.0,-77.0,-88.0,2.0
-101.0,-54.0,-53.0,-55.0,-67.0,-77.0,-86.0,2.0
-102.0,-53.0,-52.0,-55.0,-68.0,-78.0,-86.0,2.0
-101.0,-52.0,-53.0,-54.0,-65.0,-77.0,-88.0,2.0
-102.0,-52.0,-51.0,-54.0,-67.0,-77.0,-88.0,2.0
-102.0,-53.0,-53.0,-54.0,-67.0,-78.0,-86.0,2.0
-101.0,-52.0,-52.0,-53.0,-65.0,-77.0,-85.0,2.0
-104.0,-50.0,-53.0,-54.0,-68.0,-76.0,-85.0,2.0
-103.0,-54.0,-53.0,-55.0,-66.0,-77.0,-85.0,2.0
-103.0,-52.0,-56.0,-52.0,-66.0,-80.0,-89.0,2.0
-100.0,-57.0,-49.0,-53.0,-62.0,-79.0,-87.0,2.0
-99.0,-60.0,-59.0,-55.0,-70.0,-79.0,-85.0,2.0
-109.0,-58.0,-56.0,-55.0,-71.0,-84.0,-87.0,2.0
-107.0,-58.0,-55.0,-54.0,-70.0,-81.0,-87.0,2.0
-107.0,-56.0,-58.0,-53.0,-70.0,-81.0,-88.0,2.0
-107.0,-66.0,-57.0,-52.0,-70.0,-84.0,-84.0,2.0
-104.0,-57.0,-58.0,-57.0,-68.0,-86.0,-83.0,2.0
-102.0,-60.0,-73.0,-58.0,-68.0,-88.0,-92.0,2.0
-101.0,-59.0,-57.0,-50.0,-72.0,-80.0,-91.0,2.0
-101.0,-59.0,-56.0,-50.0,-63.0,-80.0,-91.0,2.0
-101.0,-62.0,-56.0,-50.0,-63.0,-83.0,-89.0,2.0
-101.0,-61.0,-56.0,-49.0,-64.0,-84.0,-89.0,2.0
-101.0,-60.0,-55.0,-49.0,-63.0,-85.0,-89.0,2.0
-101.0,-60.0,-56.0,-50.0,-63.0,-84.0,-87.0,2.0
-101.0,-61.0,-55.0,-49.0,-62.0,-84.0,-89.0,2.0
-101.0,-61.0,-55.0,-53.0,-72.0,-85.0,-92.0,2.0
-105.0,-57.0,-62.0,-55.0,-60.0,-86.0,-83.0,2.0
-103.0,-56.0,-60.0,-48.0,-60.0,-86.0,-83.0,2.0
-97.0,-59.0,-57.0,-51.0,-62.0,-77.0,-85.0,2.0
-100.0,-58.0,-55.0,-49.0,-60.0,-80.0,-83.0,2.0
-101.0,-64.0,-53.0,-52.0,-63.0,-73.0,-78.0,2.0
-100.0,-66.0,-57.0,-51.0,-70.0,-81.0,-80.0,2.0
-101.0,-64.0,-58.0,-53.0,-70.0,-84.0,-80.0,2.0
-100.0,-61.0,-57.0,-51.0,-67.0,-83.0,-76.0,2.0
-101.0,-64.0,-58.0,-51.0,-70.0,-86.0,-78.0,2.0
-103.0,-64.0,-59.0,-49.0,-71.0,-87.0,-77.0,2.0
-103.0,-62.0,-59.0,-50.0,-66.0,-85.0,-77.0,2.0
-103.0,-62.0,-59.0,-52.0,-68.0,-85.0,-78.0,2.0
-99.0,-64.0,-57.0,-51.0,-64.0,-85.0,-78.0,2.0
-97.0,-63.0,-60.0,-53.0,-67.0,-83.0,-85.0,2.0
-103.0,-60.0,-57.0,-54.0,-64.0,-84.0,-83.0,2.0
-103.0,-58.0,-55.0,-54.0,-67.0,-86.0,-83.0,2.0
-101.0,-52.0,-52.0,-51.0,-63.0,-78.0,-74.0,2.0
-103.0,-53.0,-54.0,-53.0,-62.0,-83.0,-82.0,2.0
-98.0,-46.0,-52.0,-52.0,-57.0,-77.0,-82.0,2.0
-100.0,-46.0,-50.0,-54.0,-63.0,-87.0,-77.0,2.0
-106.0,-54.0,-50.0,-54.0,-60.0,-81.0,-79.0,2.0
-101.0,-56.0,-53.0,-52.0,-58.0,-89.0,-86.0,2.0
-104.0,-52.0,-53.0,-53.0,-56.0,-78.0,-79.0,2.0
-104.0,-55.0,-55.0,-54.0,-65.0,-85.0,-78.0,2.0
-107.0,-51.0,-51.0,-55.0,-59.0,-89.0,-78.0,2.0
-115.0,-52.0,-51.0,-56.0,-59.0,-89.0,-84.0,2.0
-107.0,-53.0,-52.0,-56.0,-58.0,-85.0,-88.0,2.0
-108.0,-52.0,-51.0,-57.0,-64.0,-86.0,-91.0,2.0
-108.0,-52.0,-50.0,-58.0,-57.0,-85.0,-88.0,2.0
-106.0,-53.0,-50.0,-58.0,-58.0,-84.0,-87.0,2.0
-105.0,-54.0,-53.0,-60.0,-60.0,-86.0,-91.0,2.0
-101.0,-54.0,-50.0,-55.0,-63.0,-85.0,-81.0,2.0
-102.0,-52.0,-54.0,-55.0,-64.0,-83.0,-74.0,2.0
-97.0,-52.0,-54.0,-53.0,-56.0,-83.0,-79.0,2.0
-97.0,-50.0,-50.0,-55.0,-57.0,-76.0,-75.0,2.0
-101.0,-55.0,-50.0,-53.0,-62.0,-76.0,-75.0,2.0
-100.0,-57.0,-51.0,-51.0,-60.0,-79.0,-80.0,2.0
-99.0,-50.0,-53.0,-47.0,-63.0,-76.0,-79.0,2.0
-102.0,-51.0,-49.0,-48.0,-54.0,-77.0,-77.0,2.0
-103.0,-47.0,-50.0,-49.0,-59.0,-80.0,-85.0,2.0
-98.0,-55.0,-48.0,-52.0,-62.0,-80.0,-79.0,2.0
-103.0,-52.0,-50.0,-49.0,-60.0,-77.0,-76.0,2.0
-101.0,-59.0,-57.0,-49.0,-67.0,-85.0,-83.0,2.0
-102.0,-56.0,-51.0,-49.0,-67.0,-84.0,-81.0,2.0
-103.0,-60.0,-59.0,-46.0,-68.0,-78.0,-83.0,2.0
-104.0,-54.0,-53.0,-51.0,-61.0,-83.0,-81.0,2.0
-98.0,-51.0,-50.0,-48.0,-64.0,-82.0,-78.0,2.0
-96.0,-56.0,-54.0,-52.0,-63.0,-80.0,-79.0,2.0
-101.0,-56.0,-54.0,-55.0,-62.0,-78.0,-81.0,2.0
-99.0,-52.0,-56.0,-56.0,-62.0,-83.0,-83.0,2.0
-103.0,-54.0,-53.0,-52.0,-63.0,-81.0,-76.0,2.0
-103.0,-54.0,-51.0,-53.0,-60.0,-86.0,-79.0,2.0
-97.0,-52.0,-52.0,-51.0,-64.0,-84.0,-84.0,2.0
-97.0,-46.0,-58.0,-53.0,-59.0,-77.0,-82.0,2.0
-99.0,-57.0,-57.0,-52.0,-69.0,-79.0,-77.0,2.0
-106.0,-61.0,-51.0,-44.0,-63.0,-79.0,-76.0,2.0
-96.0,-53.0,-51.0,-49.0,-60.0,-84.0,-76.0,2.0
-95.0,-57.0,-51.0,-52.0,-62.0,-79.0,-77.0,2.0
-102.0,-54.0,-49.0,-46.0,-64.0,-85.0,-77.0,2.0
-98.0,-60.0,-54.0,-50.0,-62.0,-79.0,-74.0,2.0
-98.0,-53.0,-47.0,-52.0,-57.0,-79.0,-85.0,2.0
-103.0,-48.0,-56.0,-53.0,-61.0,-80.0,-79.0,2.0
-104.0,-51.0,-49.0,-56.0,-65.0,-81.0,-83.0,2.0
-102.0,-57.0,-50.0,-59.0,-62.0,-91.0,-93.0,2.0
-105.0,-53.0,-50.0,-55.0,-59.0,-86.0,-81.0,2.0
-101.0,-55.0,-49.0,-49.0,-60.0,-81.0,-81.0,2.0
-99.0,-57.0,-49.0,-46.0,-63.0,-84.0,-86.0,2.0
-103.0,-52.0,-48.0,-48.0,-62.0,-85.0,-78.0,2.0
-103.0,-51.0,-45.0,-53.0,-59.0,-84.0,-76.0,2.0
-100.0,-54.0,-52.0,-54.0,-58.0,-87.0,-89.0,2.0
-102.0,-54.0,-51.0,-50.0,-66.0,-87.0,-85.0,2.0
-99.0,-55.0,-57.0,-50.0,-64.0,-80.0,-85.0,2.0
-102.0,-56.0,-57.0,-49.0,-68.0,-92.0,-80.0,2.0
-100.0,-57.0,-54.0,-47.0,-66.0,-79.0,-79.0,2.0
-94.0,-54.0,-48.0,-51.0,-64.0,-78.0,-87.0,2.0
-101.0,-56.0,-51.0,-54.0,-65.0,-79.0,-78.0,2.0
-103.0,-59.0,-51.0,-48.0,-67.0,-79.0,-79.0,2.0
-104.0,-60.0,-52.0,-48.0,-70.0,-79.0,-79.0,2.0
-105.0,-58.0,-50.0,-48.0,-64.0,-88.0,-80.0,2.0
-99.0,-54.0,-51.0,-47.0,-66.0,-88.0,-80.0,2.0
-100.0,-55.0,-51.0,-55.0,-69.0,-88.0,-80.0,2.0
-98.0,-53.0,-50.0,-53.0,-64.0,-81.0,-86.0,2.0
-104.0,-60.0,-51.0,-46.0,-63.0,-84.0,-77.0,2.0
-105.0,-57.0,-50.0,-47.0,-62.0,-86.0,-81.0,2.0
-105.0,-58.0,-51.0,-48.0,-63.0,-85.0,-78.0,2.0
-105.0,-58.0,-51.0,-48.0,-63.0,-88.0,-80.0,2.0
-104.0,-58.0,-50.0,-53.0,-64.0,-87.0,-81.0,2.0
-106.0,-56.0,-50.0,-50.0,-64.0,-87.0,-80.0,2.0
-104.0,-52.0,-51.0,-51.0,-74.0,-86.0,-80.0,2.0
-103.0,-62.0,-53.0,-51.0,-67.0,-79.0,-89.0,2.0
-103.0,-63.0,-51.0,-52.0,-66.0,-79.0,-89.0,2.0
-104.0,-61.0,-51.0,-52.0,-66.0,-80.0,-89.0,2.0
-105.0,-62.0,-51.0,-52.0,-67.0,-79.0,-89.0,2.0
-105.0,-62.0,-52.0,-53.0,-65.0,-79.0,-91.0,2.0
-98.0,-60.0,-52.0,-55.0,-61.0,-85.0,-85.0,2.0
-95.0,-59.0,-51.0,-53.0,-61.0,-83.0,-85.0,2.0
-96.0,-60.0,-52.0,-49.0,-63.0,-84.0,-84.0,2.0
-99.0,-57.0,-57.0,-52.0,-62.0,-86.0,-84.0,2.0
-99.0,-57.0,-56.0,-51.0,-64.0,-80.0,-86.0,2.0
-99.0,-56.0,-58.0,-56.0,-62.0,-81.0,-83.0,2.0
-100.0,-55.0,-58.0,-50.0,-63.0,-81.0,-86.0,2.0
-99.0,-55.0,-58.0,-50.0,-60.0,-81.0,-84.0,2.0
-99.0,-64.0,-53.0,-54.0,-60.0,-83.0,-84.0,2.0
-97.0,-63.0,-57.0,-55.0,-58.0,-79.0,-85.0,2.0
-97.0,-63.0,-57.0,-53.0,-57.0,-81.0,-84.0,2.0
-97.0,-60.0,-59.0,-52.0,-57.0,-83.0,-85.0,2.0
-97.0,-60.0,-56.0,-54.0,-59.0,-84.0,-85.0,2.0
-99.0,-56.0,-53.0,-53.0,-66.0,-85.0,-85.0,2.0
-100.0,-58.0,-52.0,-53.0,-61.0,-88.0,-83.0,2.0
-98.0,-55.0,-53.0,-52.0,-57.0,-81.0,-86.0,2.0
-98.0,-57.0,-53.0,-48.0,-58.0,-80.0,-86.0,2.0
-100.0,-55.0,-55.0,-52.0,-65.0,-80.0,-82.0,2.0
-105.0,-56.0,-51.0,-50.0,-61.0,-83.0,-81.0,2.0
-106.0,-55.0,-50.0,-49.0,-60.0,-84.0,-81.0,2.0
-105.0,-58.0,-51.0,-50.0,-62.0,-84.0,-81.0,2.0
-105.0,-54.0,-54.0,-50.0,-61.0,-82.0,-84.0,2.0
-104.0,-55.0,-52.0,-52.0,-62.0,-82.0,-84.0,2.0
-104.0,-56.0,-53.0,-50.0,-62.0,-84.0,-81.0,2.0
-104.0,-55.0,-51.0,-49.0,-62.0,-86.0,-84.0,2.0
-105.0,-55.0,-52.0,-46.0,-63.0,-86.0,-85.0,2.0
-105.0,-55.0,-51.0,-49.0,-65.0,-86.0,-84.0,2.0
-104.0,-54.0,-51.0,-49.0,-63.0,-87.0,-84.0,2.0
-104.0,-56.0,-51.0,-48.0,-64.0,-87.0,-84.0,2.0
-103.0,-55.0,-51.0,-48.0,-63.0,-88.0,-84.0,2.0
-104.0,-56.0,-51.0,-46.0,-63.0,-86.0,-82.0,2.0
-104.0,-55.0,-51.0,-49.0,-64.0,-87.0,-84.0,2.0
-103.0,-55.0,-52.0,-49.0,-64.0,-86.0,-83.0,2.0
-104.0,-54.0,-52.0,-49.0,-63.0,-86.0,-81.0,2.0
-104.0,-55.0,-52.0,-49.0,-63.0,-88.0,-85.0,2.0
-103.0,-55.0,-52.0,-48.0,-63.0,-87.0,-85.0,2.0
-104.0,-57.0,-53.0,-49.0,-61.0,-88.0,-85.0,2.0
-104.0,-56.0,-52.0,-49.0,-63.0,-87.0,-85.0,2.0
-104.0,-56.0,-52.0,-50.0,-65.0,-86.0,-84.0,2.0
-104.0,-56.0,-51.0,-50.0,-65.0,-87.0,-82.0,2.0
-103.0,-58.0,-52.0,-48.0,-68.0,-86.0,-84.0,2.0
-104.0,-56.0,-52.0,-49.0,-61.0,-86.0,-81.0,2.0
-104.0,-55.0,-52.0,-50.0,-61.0,-86.0,-84.0,2.0
-104.0,-56.0,-52.0,-44.0,-63.0,-87.0,-84.0,2.0
-104.0,-55.0,-52.0,-43.0,-61.0,-86.0,-83.0,2.0
-103.0,-57.0,-52.0,-49.0,-60.0,-84.0,-83.0,2.0
-98.0,-53.0,-51.0,-49.0,-68.0,-79.0,-85.0,2.0
-100.0,-51.0,-53.0,-48.0,-64.0,-81.0,-79.0,2.0
-101.0,-58.0,-49.0,-51.0,-59.0,-89.0,-79.0,2.0
-103.0,-55.0,-56.0,-49.0,-58.0,-84.0,-84.0,2.0
-102.0,-51.0,-51.0,-49.0,-63.0,-79.0,-80.0,2.0
-104.0,-57.0,-53.0,-47.0,-57.0,-80.0,-83.0,2.0
-102.0,-52.0,-55.0,-49.0,-64.0,-80.0,-86.0,2.0
-98.0,-52.0,-53.0,-44.0,-60.0,-79.0,-86.0,2.0
-97.0,-54.0,-53.0,-45.0,-68.0,-75.0,-84.0,2.0
-98.0,-53.0,-53.0,-43.0,-59.0,-83.0,-78.0,2.0
-101.0,-62.0,-52.0,-49.0,-63.0,-82.0,-83.0,2.0
-100.0,-57.0,-53.0,-43.0,-64.0,-81.0,-85.0,2.0
-101.0,-53.0,-50.0,-45.0,-64.0,-74.0,-85.0,2.0
-100.0,-54.0,-56.0,-49.0,-66.0,-81.0,-80.0,2.0
-101.0,-53.0,-55.0,-52.0,-57.0,-86.0,-86.0,2.0
-103.0,-52.0,-53.0,-51.0,-59.0,-86.0,-78.0,2.0
-100.0,-52.0,-49.0,-52.0,-63.0,-79.0,-77.0,2.0
-98.0,-52.0,-51.0,-55.0,-60.0,-80.0,-76.0,2.0
-102.0,-52.0,-49.0,-45.0,-64.0,-76.0,-78.0,2.0
-104.0,-51.0,-47.0,-49.0,-64.0,-80.0,-78.0,2.0
-99.0,-53.0,-50.0,-52.0,-65.0,-80.0,-78.0,2.0
-101.0,-54.0,-50.0,-52.0,-60.0,-85.0,-88.0,2.0
-105.0,-53.0,-52.0,-55.0,-60.0,-82.0,-84.0,2.0
-105.0,-56.0,-55.0,-51.0,-62.0,-78.0,-82.0,2.0
-104.0,-54.0,-49.0,-52.0,-58.0,-81.0,-82.0,2.0
-100.0,-58.0,-54.0,-46.0,-66.0,-85.0,-88.0,2.0
-103.0,-55.0,-59.0,-51.0,-58.0,-87.0,-81.0,2.0
-101.0,-56.0,-57.0,-51.0,-65.0,-87.0,-81.0,2.0
-105.0,-54.0,-54.0,-51.0,-61.0,-84.0,-77.0,2.0
-102.0,-49.0,-57.0,-49.0,-61.0,-82.0,-86.0,2.0
-101.0,-47.0,-51.0,-52.0,-62.0,-89.0,-80.0,2.0
-104.0,-53.0,-57.0,-52.0,-57.0,-83.0,-83.0,2.0
-105.0,-48.0,-52.0,-52.0,-59.0,-81.0,-82.0,2.0
-101.0,-56.0,-45.0,-42.0,-66.0,-83.0,-80.0,2.0
-101.0,-50.0,-55.0,-60.0,-61.0,-78.0,-81.0,2.0
-101.0,-50.0,-55.0,-49.0,-54.0,-85.0,-76.0,2.0
-99.0,-57.0,-50.0,-45.0,-60.0,-82.0,-84.0,2.0
-102.0,-54.0,-51.0,-46.0,-63.0,-79.0,-84.0,2.0
-99.0,-52.0,-49.0,-43.0,-57.0,-80.0,-79.0,2.0
-103.0,-53.0,-57.0,-51.0,-60.0,-76.0,-79.0,2.0
-102.0,-49.0,-51.0,-50.0,-61.0,-83.0,-85.0,2.0
-101.0,-54.0,-52.0,-52.0,-63.0,-83.0,-85.0,2.0
-103.0,-55.0,-46.0,-54.0,-63.0,-84.0,-79.0,2.0
-104.0,-54.0,-53.0,-49.0,-63.0,-86.0,-81.0,2.0
-100.0,-57.0,-52.0,-51.0,-62.0,-86.0,-81.0,2.0
-101.0,-49.0,-53.0,-45.0,-58.0,-87.0,-89.0,2.0
-102.0,-51.0,-54.0,-43.0,-66.0,-78.0,-78.0,2.0
-101.0,-53.0,-51.0,-42.0,-63.0,-79.0,-88.0,2.0
-101.0,-57.0,-51.0,-44.0,-57.0,-85.0,-79.0,2.0
-103.0,-52.0,-58.0,-49.0,-60.0,-84.0,-74.0,2.0
-102.0,-56.0,-47.0,-52.0,-58.0,-88.0,-76.0,2.0
-104.0,-48.0,-52.0,-54.0,-63.0,-78.0,-80.0,2.0
-105.0,-50.0,-50.0,-49.0,-61.0,-83.0,-84.0,2.0
-105.0,-47.0,-54.0,-53.0,-59.0,-83.0,-84.0,2.0
-103.0,-58.0,-56.0,-48.0,-61.0,-79.0,-82.0,2.0
-97.0,-55.0,-57.0,-47.0,-61.0,-78.0,-80.0,2.0
-101.0,-50.0,-51.0,-44.0,-60.0,-83.0,-79.0,2.0
-97.0,-51.0,-50.0,-51.0,-57.0,-80.0,-79.0,2.0
-101.0,-56.0,-47.0,-50.0,-58.0,-77.0,-84.0,2.0
-99.0,-58.0,-51.0,-43.0,-65.0,-80.0,-80.0,2.0
-99.0,-54.0,-56.0,-47.0,-62.0,-78.0,-83.0,2.0
-101.0,-55.0,-53.0,-48.0,-61.0,-79.0,-78.0,2.0
-99.0,-57.0,-52.0,-44.0,-67.0,-78.0,-75.0,2.0
-102.0,-62.0,-57.0,-45.0,-62.0,-81.0,-78.0,2.0
-98.0,-56.0,-60.0,-46.0,-65.0,-84.0,-85.0,2.0
-103.0,-55.0,-53.0,-50.0,-63.0,-79.0,-86.0,2.0
-98.0,-48.0,-53.0,-49.0,-59.0,-80.0,-78.0,2.0
-98.0,-58.0,-53.0,-48.0,-60.0,-79.0,-79.0,2.0
-101.0,-45.0,-50.0,-48.0,-61.0,-79.0,-84.0,2.0
-101.0,-49.0,-47.0,-50.0,-59.0,-79.0,-88.0,2.0
-101.0,-53.0,-50.0,-54.0,-62.0,-77.0,-82.0,2.0
-104.0,-54.0,-55.0,-55.0,-60.0,-74.0,-78.0,2.0
-100.0,-56.0,-49.0,-52.0,-60.0,-82.0,-73.0,2.0
-106.0,-57.0,-53.0,-54.0,-62.0,-77.0,-75.0,2.0
-100.0,-54.0,-49.0,-59.0,-63.0,-78.0,-80.0,2.0
-104.0,-53.0,-50.0,-52.0,-63.0,-84.0,-88.0,2.0
-105.0,-52.0,-48.0,-50.0,-62.0,-81.0,-80.0,2.0
-105.0,-53.0,-51.0,-50.0,-66.0,-82.0,-82.0,2.0
-98.0,-56.0,-54.0,-51.0,-62.0,-80.0,-79.0,2.0
-99.0,-58.0,-50.0,-55.0,-64.0,-76.0,-74.0,2.0
-100.0,-47.0,-52.0,-56.0,-61.0,-77.0,-77.0,2.0
-101.0,-50.0,-50.0,-45.0,-64.0,-79.0,-77.0,2.0
-99.0,-51.0,-56.0,-50.0,-60.0,-78.0,-80.0,2.0
-104.0,-50.0,-52.0,-49.0,-63.0,-80.0,-85.0,2.0
-100.0,-47.0,-51.0,-52.0,-60.0,-74.0,-79.0,2.0
-99.0,-51.0,-54.0,-50.0,-64.0,-75.0,-82.0,2.0
-101.0,-52.0,-53.0,-49.0,-64.0,-77.0,-83.0,2.0
-97.0,-56.0,-55.0,-46.0,-68.0,-79.0,-78.0,2.0
-98.0,-58.0,-54.0,-48.0,-63.0,-78.0,-75.0,2.0
-103.0,-51.0,-59.0,-46.0,-60.0,-80.0,-82.0,2.0
-105.0,-56.0,-54.0,-53.0,-62.0,-88.0,-85.0,2.0
-102.0,-58.0,-54.0,-50.0,-65.0,-79.0,-89.0,2.0
-104.0,-51.0,-53.0,-54.0,-68.0,-88.0,-84.0,2.0
-103.0,-62.0,-53.0,-51.0,-64.0,-86.0,-79.0,2.0
-103.0,-51.0,-54.0,-53.0,-59.0,-86.0,-85.0,2.0
-102.0,-68.0,-48.0,-56.0,-63.0,-80.0,-77.0,2.0
-100.0,-52.0,-54.0,-52.0,-63.0,-80.0,-77.0,2.0
-104.0,-53.0,-54.0,-49.0,-63.0,-85.0,-79.0,2.0
-103.0,-54.0,-54.0,-54.0,-62.0,-85.0,-78.0,2.0
-106.0,-54.0,-55.0,-52.0,-61.0,-86.0,-78.0,2.0
-104.0,-54.0,-54.0,-51.0,-63.0,-87.0,-78.0,2.0
-104.0,-53.0,-56.0,-49.0,-62.0,-83.0,-80.0,2.0
-99.0,-56.0,-54.0,-51.0,-63.0,-81.0,-86.0,2.0
-103.0,-57.0,-54.0,-55.0,-62.0,-87.0,-81.0,2.0
-101.0,-54.0,-52.0,-56.0,-60.0,-85.0,-73.0,2.0
-101.0,-54.0,-50.0,-51.0,-66.0,-78.0,-82.0,2.0
-98.0,-47.0,-47.0,-50.0,-65.0,-79.0,-84.0,2.0
-103.0,-54.0,-44.0,-52.0,-56.0,-79.0,-79.0,2.0
-100.0,-47.0,-50.0,-53.0,-61.0,-82.0,-79.0,2.0
-99.0,-56.0,-57.0,-52.0,-62.0,-79.0,-87.0,2.0
-103.0,-55.0,-50.0,-53.0,-62.0,-78.0,-84.0,2.0
-103.0,-58.0,-59.0,-52.0,-64.0,-78.0,-84.0,2.0
-105.0,-62.0,-57.0,-49.0,-61.0,-88.0,-87.0,2.0
-100.0,-59.0,-54.0,-55.0,-60.0,-84.0,-87.0,2.0
-102.0,-59.0,-60.0,-51.0,-64.0,-86.0,-85.0,2.0
-103.0,-54.0,-54.0,-55.0,-58.0,-88.0,-85.0,2.0
-101.0,-58.0,-50.0,-56.0,-64.0,-81.0,-81.0,2.0
-100.0,-58.0,-50.0,-53.0,-62.0,-81.0,-87.0,2.0
-100.0,-51.0,-54.0,-51.0,-58.0,-80.0,-77.0,2.0
-100.0,-54.0,-53.0,-51.0,-61.0,-77.0,-80.0,2.0
-98.0,-51.0,-55.0,-42.0,-62.0,-79.0,-78.0,2.0
-101.0,-53.0,-52.0,-52.0,-64.0,-74.0,-84.0,2.0
-102.0,-55.0,-52.0,-47.0,-65.0,-83.0,-91.0,2.0
-99.0,-46.0,-53.0,-46.0,-59.0,-79.0,-79.0,2.0
-101.0,-51.0,-52.0,-44.0,-60.0,-77.0,-77.0,2.0
-100.0,-53.0,-51.0,-43.0,-64.0,-74.0,-77.0,2.0
-98.0,-54.0,-47.0,-51.0,-57.0,-80.0,-73.0,2.0
-101.0,-52.0,-48.0,-48.0,-59.0,-79.0,-78.0,2.0
-101.0,-51.0,-50.0,-53.0,-64.0,-79.0,-78.0,2.0
-105.0,-54.0,-56.0,-52.0,-63.0,-81.0,-85.0,2.0
-106.0,-55.0,-50.0,-48.0,-64.0,-80.0,-78.0,2.0
-103.0,-56.0,-51.0,-47.0,-62.0,-79.0,-85.0,2.0
-100.0,-55.0,-53.0,-51.0,-63.0,-82.0,-86.0,2.0
-102.0,-57.0,-59.0,-43.0,-62.0,-76.0,-78.0,2.0
-102.0,-53.0,-52.0,-50.0,-61.0,-79.0,-83.0,2.0
-99.0,-58.0,-56.0,-51.0,-70.0,-81.0,-86.0,2.0
-104.0,-57.0,-52.0,-52.0,-70.0,-87.0,-77.0,2.0
-104.0,-60.0,-51.0,-54.0,-61.0,-86.0,-87.0,2.0
-107.0,-60.0,-50.0,-55.0,-63.0,-88.0,-87.0,2.0
-107.0,-60.0,-51.0,-53.0,-63.0,-85.0,-87.0,2.0
-105.0,-58.0,-51.0,-51.0,-62.0,-84.0,-85.0,2.0
-105.0,-68.0,-50.0,-51.0,-77.0,-85.0,-87.0,2.0
